percent_hrmax,rpe,age,max_hr,hr,percent_ftp,weight,female,watts,activity
0.919,7.47,33.0,184.9,170.0,,,,,
0.5,0.62,20.0,194.0,97.0,,,,,
0.831,5.7,29.0,187.7,156.0,,,,,
0.7090000000000001,3.44,31.0,186.3,132.0,,,,,
0.845,5.98,30.0,187.0,158.0,,,,,
0.688,3.13,21.0,193.3,133.0,,,,,
0.541,1.12,25.0,190.5,103.0,,,,,
0.9790000000000001,9.51,36.0,182.8,179.0,,,,,
0.57,1.48,24.0,191.2,109.0,,,,,
0.55,1.23,22.0,192.6,106.0,,,,,
0.5479999999999999,1.21,39.0,180.7,99.0,,,,,
0.598,1.83,39.0,180.7,108.0,,,,,
0.8079999999999999,5.23,39.0,180.7,146.0,,,,,
0.73,3.75,31.0,186.3,136.0,,,,,
0.6629999999999999,2.76,32.0,185.6,123.0,,,,,
0.629,2.25,29.0,187.7,118.0,,,,,
0.556,1.31,25.0,190.5,106.0,,,,,
0.872,6.53,35.0,183.5,160.0,,,,,
0.634,2.33,38.0,181.4,115.0,,,,,
0.821,5.49,38.0,181.4,149.0,,,,,
0.763,4.32,35.0,183.5,140.0,,,,,
0.925,7.6,27.0,189.1,175.0,,,,,
0.5529999999999999,1.27,31.0,186.3,103.0,,,,,
0.623,2.16,22.0,192.6,120.0,,,,,
0.585,1.67,26.0,189.8,111.0,,,,,
0.9640000000000001,8.84,20.0,194.0,187.0,,,,,
0.872,6.53,35.0,183.5,160.0,,,,,
0.7709999999999999,4.48,21.0,193.3,149.0,,,,,
0.784,4.75,33.0,184.9,145.0,,,,,
0.938,7.86,23.0,191.9,180.0,,,,,
0.764,4.34,24.0,191.2,146.0,,,,,
0.526,0.94,23.0,191.9,101.0,,,,,
0.5720000000000001,1.51,35.0,183.5,105.0,,,,,
0.835,5.78,37.0,182.1,152.0,,,,,
0.617,2.07,31.0,186.3,115.0,,,,,
0.706,3.39,24.0,191.2,135.0,,,,,
0.915,7.39,27.0,189.1,173.0,,,,,
0.618,2.09,29.0,187.7,116.0,,,,,
0.8540000000000001,6.16,21.0,193.3,165.0,,,,,
0.853,6.14,31.0,186.3,159.0,,,,,
0.784,4.75,31.0,186.3,146.0,,,,,
0.871,6.51,33.0,184.9,161.0,,,,,
0.52,0.86,28.0,188.4,98.0,,,,,
0.7929999999999999,4.93,27.0,189.1,150.0,,,,,
0.7090000000000001,3.44,29.0,187.7,133.0,,,,,
0.898,7.05,25.0,190.5,171.0,,,,,
0.675,2.93,37.0,182.1,123.0,,,,,
0.6659999999999999,2.8,31.0,186.3,124.0,,,,,
0.589,1.72,23.0,191.9,113.0,,,,,
0.972,9.2,37.0,182.1,177.0,,,,,
0.8140000000000001,5.35,34.0,184.2,150.0,,,,,
0.948,8.13,38.0,181.4,172.0,,,,,
0.7959999999999999,4.99,37.0,182.1,145.0,,,,,
0.755,4.16,38.0,181.4,137.0,,,,,
0.539,1.1,24.0,191.2,103.0,,,,,
0.9940000000000001,10.0,27.0,189.1,188.0,,,,,
0.775,4.57,30.0,187.0,145.0,,,,,
0.8540000000000001,6.16,21.0,193.3,165.0,,,,,
0.701,3.32,24.0,191.2,134.0,,,,,
0.78,4.67,28.0,188.4,147.0,,,,,
0.5920000000000001,1.75,22.0,192.6,114.0,,,,,
0.625,2.19,39.0,180.7,113.0,,,,,
0.872,6.53,30.0,187.0,163.0,,,,,
0.905,7.19,24.0,191.2,173.0,,,,,
0.52,0.86,36.0,182.8,95.0,,,,,
0.948,8.13,23.0,191.9,182.0,,,,,
0.948,8.13,23.0,191.9,182.0,,,,,
0.9670000000000001,8.98,37.0,182.1,176.0,,,,,
0.509,0.73,25.0,190.5,97.0,,,,,
0.735,3.82,23.0,191.9,141.0,,,,,
0.7240000000000001,3.66,25.0,190.5,138.0,,,,,
0.5820000000000001,1.63,20.0,194.0,113.0,,,,,
0.902,7.13,20.0,194.0,175.0,,,,,
0.557,1.32,33.0,184.9,103.0,,,,,
0.8320000000000001,5.72,24.0,191.2,159.0,,,,,
0.797,5.01,32.0,185.6,148.0,,,,,
0.9470000000000001,8.09,24.0,191.2,181.0,,,,,
0.92,7.49,27.0,189.1,174.0,,,,,
0.613,2.01,34.0,184.2,113.0,,,,,
0.807,5.21,37.0,182.1,147.0,,,,,
0.877,6.63,35.0,183.5,161.0,,,,,
0.985,9.78,20.0,194.0,191.0,,,,,
0.963,8.8,39.0,180.7,174.0,,,,,
0.674,2.92,28.0,188.4,127.0,,,,,
0.504,0.67,25.0,190.5,96.0,,,,,
0.5770000000000001,1.57,25.0,190.5,110.0,,,,,
0.5579999999999999,1.33,36.0,182.8,102.0,,,,,
0.6409999999999999,2.43,34.0,184.2,118.0,,,,,
0.85,6.08,25.0,190.5,162.0,,,,,
0.6729999999999999,2.9,36.0,182.8,123.0,,,,,
0.647,2.52,30.0,187.0,121.0,,,,,
0.847,6.02,34.0,184.2,156.0,,,,,
0.556,1.31,22.0,192.6,107.0,,,,,
0.5760000000000001,1.56,22.0,192.6,111.0,,,,,
0.733,3.79,36.0,182.8,134.0,,,,,
0.605,1.91,35.0,183.5,111.0,,,,,
0.736,3.84,33.0,184.9,136.0,,,,,
0.794,4.95,22.0,192.6,153.0,,,,,
0.608,1.95,20.0,194.0,118.0,,,,,
0.617,2.07,24.0,191.2,118.0,,,,,
0.772,4.51,25.0,190.5,147.0,,,,,
0.736,3.84,37.0,182.1,134.0,,,,,
0.9840000000000001,9.73,33.0,184.9,182.0,,,,,
0.87,6.48,36.0,182.8,159.0,,,,,
0.711,3.47,32.0,185.6,132.0,,,,,
0.5710000000000001,1.49,27.0,189.1,108.0,,,,,
0.622,2.15,33.0,184.9,115.0,,,,,
0.5770000000000001,1.57,32.0,185.6,107.0,,,,,
0.968,9.02,30.0,187.0,181.0,,,,,
0.674,2.92,30.0,187.0,126.0,,,,,
0.6890000000000001,3.14,36.0,182.8,126.0,,,,,
0.5479999999999999,1.21,34.0,184.2,101.0,,,,,
0.8059999999999999,5.19,33.0,184.9,149.0,,,,,
0.599,1.84,30.0,187.0,112.0,,,,,
0.779,4.65,33.0,184.9,144.0,,,,,
0.845,5.98,35.0,183.5,155.0,,,,,
0.956,8.49,37.0,182.1,174.0,,,,,
0.531,1.0,36.0,182.8,97.0,,,,,
0.7090000000000001,3.44,21.0,193.3,137.0,,,,,
0.902,7.13,28.0,188.4,170.0,,,,,
0.8190000000000001,5.45,39.0,180.7,148.0,,,,,
0.818,5.43,37.0,182.1,149.0,,,,,
0.737,3.85,24.0,191.2,141.0,,,,,
0.619,2.1,27.0,189.1,117.0,,,,,
0.845,5.98,25.0,190.5,161.0,,,,,
0.63,2.27,32.0,185.6,117.0,,,,,
0.547,1.2,28.0,188.4,103.0,,,,,
0.693,3.2,21.0,193.3,134.0,,,,,
0.557,1.32,28.0,188.4,105.0,,,,,
0.6629999999999999,2.76,32.0,185.6,123.0,,,,,
0.601,1.86,31.0,186.3,112.0,,,,,
0.687,3.11,31.0,186.3,128.0,,,,,
0.52,0.86,25.0,190.5,99.0,,,,,
0.563,1.4,23.0,191.9,108.0,,,,,
0.679,2.99,32.0,185.6,126.0,,,,,
0.569,1.47,36.0,182.8,104.0,,,,,
0.8590000000000001,6.26,21.0,193.3,166.0,,,,,
0.863,6.34,29.0,187.7,162.0,,,,,
0.6509999999999999,2.58,34.0,184.2,120.0,,,,,
0.5539999999999999,1.28,34.0,184.2,102.0,,,,,
0.672,2.89,23.0,191.9,129.0,,,,,
0.67,2.86,35.0,183.5,123.0,,,,,
0.675,2.93,24.0,191.2,129.0,,,,,
0.7559999999999999,4.18,25.0,190.5,144.0,,,,,
0.5539999999999999,1.28,29.0,187.7,104.0,,,,,
0.627,2.22,26.0,189.8,119.0,,,,,
0.675,2.93,22.0,192.6,130.0,,,,,
0.7140000000000001,3.51,33.0,184.9,132.0,,,,,
0.785,4.77,37.0,182.1,143.0,,,,,
0.66,2.71,20.0,194.0,128.0,,,,,
0.987,9.87,22.0,192.6,190.0,,,,,
0.866,6.4,35.0,183.5,159.0,,,,,
0.6609999999999999,2.73,27.0,189.1,125.0,,,,,
0.688,3.13,21.0,193.3,133.0,,,,,
0.7190000000000001,3.59,23.0,191.9,138.0,,,,,
0.546,1.19,33.0,184.9,101.0,,,,,
0.679,2.99,32.0,185.6,126.0,,,,,
0.722,3.63,24.0,191.2,138.0,,,,,
0.601,1.86,26.0,189.8,114.0,,,,,
0.919,7.47,22.0,192.6,177.0,,,,,
0.523,0.9,35.0,183.5,96.0,,,,,
0.711,3.47,28.0,188.4,134.0,,,,,
0.598,1.83,39.0,180.7,108.0,,,,,
0.993,10.0,34.0,184.2,183.0,,,,,
0.507,0.7,24.0,191.2,97.0,,,,,
0.613,2.01,27.0,189.1,116.0,,,,,
0.862,6.32,27.0,189.1,163.0,,,,,
0.878,6.65,27.0,189.1,166.0,,,,,
0.754,4.14,32.0,185.6,140.0,,,,,
0.594,1.78,30.0,187.0,111.0,,,,,
0.893,6.95,30.0,187.0,167.0,,,,,
0.866,6.4,35.0,183.5,159.0,,,,,
0.8540000000000001,6.16,21.0,193.3,165.0,,,,,
0.895,6.99,29.0,187.7,168.0,,,,,
0.9590000000000001,8.62,35.0,183.5,176.0,,,,,
0.741,3.91,29.0,187.7,139.0,,,,,
0.782,4.71,36.0,182.8,143.0,,,,,
0.747,4.0,39.0,180.7,135.0,,,,,
0.675,2.93,24.0,191.2,129.0,,,,,
0.91,7.29,35.0,183.5,167.0,,,,,
0.9940000000000001,10.0,24.0,191.2,190.0,,,,,
0.706,3.39,32.0,185.6,131.0,,,,,
0.695,3.23,32.0,185.6,129.0,,,,,
0.8590000000000001,6.26,21.0,193.3,166.0,,,,,
0.932,7.74,32.0,185.6,173.0,,,,,
0.531,1.0,20.0,194.0,103.0,,,,,
0.624,2.18,27.0,189.1,118.0,,,,,
0.903,7.15,33.0,184.9,167.0,,,,,
0.595,1.79,26.0,189.8,113.0,,,,,
0.87,6.48,31.0,186.3,162.0,,,,,
0.7929999999999999,4.93,25.0,190.5,151.0,,,,,
0.9309999999999999,7.72,27.0,189.1,176.0,,,,,
0.8109999999999999,5.29,26.0,189.8,154.0,,,,,
0.885,6.79,21.0,193.3,171.0,,,,,
0.639,2.4,38.0,181.4,116.0,,,,,
0.924,7.58,28.0,188.4,174.0,,,,,
0.9420000000000001,7.94,21.0,193.3,182.0,,,,,
0.579,1.59,38.0,181.4,105.0,,,,,
0.8,5.07,33.0,184.9,148.0,,,,,
0.892,6.93,36.0,182.8,163.0,,,,,
0.649,2.55,35.0,183.5,119.0,,,,,
0.5589999999999999,1.35,34.0,184.2,103.0,,,,,
0.565,1.42,29.0,187.7,106.0,,,,,
0.985,9.78,39.0,180.7,178.0,,,,,
0.703,3.35,25.0,190.5,134.0,,,,,
0.737,3.85,24.0,191.2,141.0,,,,,
0.504,0.67,25.0,190.5,96.0,,,,,
0.8740000000000001,6.57,21.0,193.3,169.0,,,,,
0.971,9.16,28.0,188.4,183.0,,,,,
0.9,7.09,29.0,187.7,169.0,,,,,
0.85,6.08,30.0,187.0,159.0,,,,,
0.86,6.28,33.0,184.9,159.0,,,,,
0.574,1.53,26.0,189.8,109.0,,,,,
0.838,5.84,38.0,181.4,152.0,,,,,
0.889,6.87,24.0,191.2,170.0,,,,,
0.5489999999999999,1.22,37.0,182.1,100.0,,,,,
0.501,0.63,26.0,189.8,95.0,,,,,
0.598,1.83,39.0,180.7,108.0,,,,,
0.51,0.74,34.0,184.2,94.0,,,,,
0.73,3.75,29.0,187.7,137.0,,,,,
0.9359999999999999,7.82,24.0,191.2,179.0,,,,,
0.835,5.78,37.0,182.1,152.0,,,,,
0.84,5.88,25.0,190.5,160.0,,,,,
0.871,6.51,33.0,184.9,161.0,,,,,
0.6829999999999999,3.05,21.0,193.3,132.0,,,,,
0.9590000000000001,8.62,29.0,187.7,180.0,,,,,
0.988,9.91,31.0,186.3,184.0,,,,,
0.613,2.01,36.0,182.8,112.0,,,,,
0.6459999999999999,2.5,34.0,184.2,119.0,,,,,
0.907,7.23,23.0,191.9,174.0,,,,,
0.888,6.85,35.0,183.5,163.0,,,,,
0.722,3.63,36.0,182.8,132.0,,,,,
0.919,7.47,22.0,192.6,177.0,,,,,
0.986,9.82,29.0,187.7,185.0,,,,,
0.775,4.57,28.0,188.4,146.0,,,,,
0.747,4.0,20.0,194.0,145.0,,,,,
0.649,2.55,33.0,184.9,120.0,,,,,
0.779,4.65,33.0,184.9,144.0,,,,,
0.888,6.85,38.0,181.4,161.0,,,,,
0.754,4.14,28.0,188.4,142.0,,,,,
0.735,3.82,27.0,189.1,139.0,,,,,
0.941,7.92,36.0,182.8,172.0,,,,,
0.6779999999999999,2.98,36.0,182.8,124.0,,,,,
0.865,6.38,33.0,184.9,160.0,,,,,
0.993,10.0,21.0,193.3,192.0,,,,,
0.938,7.86,20.0,194.0,182.0,,,,,
0.8,5.07,24.0,191.2,153.0,,,,,
0.7190000000000001,3.59,35.0,183.5,132.0,,,,,
0.5539999999999999,1.28,29.0,187.7,104.0,,,,,
0.569,1.47,31.0,186.3,106.0,,,,,
0.905,7.19,35.0,183.5,166.0,,,,,
0.973,9.24,33.0,184.9,180.0,,,,,
0.7759999999999999,4.59,34.0,184.2,143.0,,,,,
0.741,3.91,37.0,182.1,135.0,,,,,
0.5660000000000001,1.43,22.0,192.6,109.0,,,,,
0.507,0.7,21.0,193.3,98.0,,,,,
0.775,4.57,39.0,180.7,140.0,,,,,
0.9079999999999999,7.25,39.0,180.7,164.0,,,,,
0.7170000000000001,3.56,32.0,185.6,133.0,,,,,
0.687,3.11,29.0,187.7,129.0,,,,,
0.519,0.85,33.0,184.9,96.0,,,,,
0.6679999999999999,2.83,30.0,187.0,125.0,,,,,
0.752,4.1,37.0,182.1,137.0,,,,,
0.594,1.78,30.0,187.0,111.0,,,,,
0.5329999999999999,1.02,21.0,193.3,103.0,,,,,
0.9229999999999999,7.56,37.0,182.1,168.0,,,,,
0.6559999999999999,2.65,38.0,181.4,119.0,,,,,
0.625,2.19,32.0,185.6,116.0,,,,,
0.8170000000000001,5.41,26.0,189.8,155.0,,,,,
0.8320000000000001,5.72,38.0,181.4,151.0,,,,,
0.7559999999999999,4.18,23.0,191.9,145.0,,,,,
0.93,7.7,33.0,184.9,172.0,,,,,
0.632,2.3,37.0,182.1,115.0,,,,,
0.642,2.44,39.0,180.7,116.0,,,,,
0.644,2.47,31.0,186.3,120.0,,,,,
0.961,8.71,34.0,184.2,177.0,,,,,
0.69,3.16,28.0,188.4,130.0,,,,,
0.667,2.81,36.0,182.8,122.0,,,,,
0.862,6.32,27.0,189.1,163.0,,,,,
0.562,1.38,20.0,194.0,109.0,,,,,
0.821,5.49,38.0,181.4,149.0,,,,,
0.7559999999999999,4.18,25.0,190.5,144.0,,,,,
0.639,2.4,29.0,187.7,120.0,,,,,
0.843,5.94,38.0,181.4,153.0,,,,,
0.7829999999999999,4.73,38.0,181.4,142.0,,,,,
0.9590000000000001,8.62,26.0,189.8,182.0,,,,,
0.769,4.44,26.0,189.8,146.0,,,,,
0.526,0.94,23.0,191.9,101.0,,,,,
0.8640000000000001,6.36,31.0,186.3,161.0,,,,,
0.711,3.47,38.0,181.4,129.0,,,,,
0.6829999999999999,3.05,23.0,191.9,131.0,,,,,
0.955,8.44,25.0,190.5,182.0,,,,,
0.53,0.99,33.0,184.9,98.0,,,,,
0.767,4.4,27.0,189.1,145.0,,,,,
0.823,5.54,23.0,191.9,158.0,,,,,
0.628,2.24,31.0,186.3,117.0,,,,,
0.654,2.62,22.0,192.6,126.0,,,,,
0.52,0.86,39.0,180.7,94.0,,,,,
0.644,2.47,31.0,186.3,120.0,,,,,
0.7170000000000001,3.56,34.0,184.2,132.0,,,,,
0.722,3.63,28.0,188.4,136.0,,,,,
0.677,2.96,23.0,191.9,130.0,,,,,
0.955,8.44,34.0,184.2,176.0,,,,,
0.8,5.07,31.0,186.3,149.0,,,,,
0.794,4.95,22.0,192.6,153.0,,,,,
0.523,0.9,35.0,183.5,96.0,,,,,
0.838,5.84,38.0,181.4,152.0,,,,,
0.97,9.11,32.0,185.6,180.0,,,,,
0.8420000000000001,5.92,24.0,191.2,161.0,,,,,
0.52,0.86,39.0,180.7,94.0,,,,,
0.877,6.63,30.0,187.0,164.0,,,,,
0.6509999999999999,2.58,23.0,191.9,125.0,,,,,
0.537,1.07,26.0,189.8,102.0,,,,,
0.802,5.11,37.0,182.1,146.0,,,,,
0.965,8.89,38.0,181.4,175.0,,,,,
0.636,2.36,32.0,185.6,118.0,,,,,
0.73,3.75,33.0,184.9,135.0,,,,,
0.655,2.64,29.0,187.7,123.0,,,,,
0.563,1.4,28.0,188.4,106.0,,,,,
0.529,0.98,35.0,183.5,97.0,,,,,
0.912,7.33,34.0,184.2,168.0,,,,,
0.504,0.67,25.0,190.5,96.0,,,,,
0.619,2.1,34.0,184.2,114.0,,,,,
0.598,1.83,27.0,189.1,113.0,,,,,
0.498,0.59,22.0,192.6,96.0,,,,,
0.6859999999999999,3.1,37.0,182.1,125.0,,,,,
0.598,1.83,27.0,189.1,113.0,,,,,
0.667,2.81,36.0,182.8,122.0,,,,,
0.6920000000000001,3.19,35.0,183.5,127.0,,,,,
0.659,2.7,35.0,183.5,121.0,,,,,
0.496,0.57,32.0,185.6,92.0,,,,,
0.862,6.32,37.0,182.1,157.0,,,,,
0.698,3.27,33.0,184.9,129.0,,,,,
0.9570000000000001,8.53,36.0,182.8,175.0,,,,,
0.5710000000000001,1.49,22.0,192.6,110.0,,,,,
0.5429999999999999,1.15,26.0,189.8,103.0,,,,,
0.512,0.77,21.0,193.3,99.0,,,,,
0.9540000000000001,8.4,26.0,189.8,181.0,,,,,
0.727,3.7,28.0,188.4,137.0,,,,,
0.7859999999999999,4.79,39.0,180.7,142.0,,,,,
0.883,6.75,27.0,189.1,167.0,,,,,
0.7090000000000001,3.44,29.0,187.7,133.0,,,,,
0.617,2.07,24.0,191.2,118.0,,,,,
0.603,1.89,20.0,194.0,117.0,,,,,
0.675,2.93,37.0,182.1,123.0,,,,,
0.892,6.93,33.0,184.9,165.0,,,,,
0.562,1.38,25.0,190.5,107.0,,,,,
0.637,2.37,37.0,182.1,116.0,,,,,
0.835,5.78,25.0,190.5,159.0,,,,,
0.777,4.61,27.0,189.1,147.0,,,,,
0.846,6.0,22.0,192.6,163.0,,,,,
0.563,1.4,23.0,191.9,108.0,,,,,
0.8390000000000001,5.86,35.0,183.5,154.0,,,,,
0.593,1.77,25.0,190.5,113.0,,,,,
0.8340000000000001,5.76,23.0,191.9,160.0,,,,,
0.865,6.38,38.0,181.4,157.0,,,,,
0.982,9.64,31.0,186.3,183.0,,,,,
0.527,0.95,29.0,187.7,99.0,,,,,
0.564,1.41,31.0,186.3,105.0,,,,,
0.9790000000000001,9.51,36.0,182.8,179.0,,,,,
0.599,1.84,23.0,191.9,115.0,,,,,
0.638,2.39,24.0,191.2,122.0,,,,,
0.58,1.6,36.0,182.8,106.0,,,,,
0.7090000000000001,3.44,31.0,186.3,132.0,,,,,
0.867,6.42,22.0,192.6,167.0,,,,,
0.912,7.33,23.0,191.9,175.0,,,,,
0.73,3.75,39.0,180.7,132.0,,,,,
0.8029999999999999,5.13,34.0,184.2,148.0,,,,,
0.9520000000000001,8.31,24.0,191.2,182.0,,,,,
0.799,5.05,27.0,189.1,151.0,,,,,
0.51,0.74,28.0,188.4,96.0,,,,,
0.569,1.47,21.0,193.3,110.0,,,,,
0.8490000000000001,6.06,28.0,188.4,160.0,,,,,
0.846,6.0,22.0,192.6,163.0,,,,,
0.669,2.84,26.0,189.8,127.0,,,,,
0.857,6.22,37.0,182.1,156.0,,,,,
0.568,1.46,38.0,181.4,103.0,,,,,
0.8320000000000001,5.72,24.0,191.2,159.0,,,,,
0.722,3.63,34.0,184.2,133.0,,,,,
0.693,3.2,21.0,193.3,134.0,,,,,
0.722,3.63,28.0,188.4,136.0,,,,,
0.665,2.79,22.0,192.6,128.0,,,,,
0.519,0.85,30.0,187.0,97.0,,,,,
0.737,3.85,24.0,191.2,141.0,,,,,
0.8079999999999999,5.23,23.0,191.9,155.0,,,,,
0.757,4.2,31.0,186.3,141.0,,,,,
0.9259999999999999,7.62,38.0,181.4,168.0,,,,,
0.831,5.7,34.0,184.2,153.0,,,,,
0.679,2.99,28.0,188.4,128.0,,,,,
0.7440000000000001,3.96,32.0,185.6,138.0,,,,,
0.971,9.16,28.0,188.4,183.0,,,,,
0.706,3.39,26.0,189.8,134.0,,,,,
0.56,1.36,37.0,182.1,102.0,,,,,
0.8079999999999999,5.23,39.0,180.7,146.0,,,,,
0.675,2.93,37.0,182.1,123.0,,,,,
0.644,2.47,33.0,184.9,119.0,,,,,
0.754,4.14,28.0,188.4,142.0,,,,,
0.805,5.17,38.0,181.4,146.0,,,,,
0.5579999999999999,1.33,31.0,186.3,104.0,,,,,
0.836,5.8,29.0,187.7,157.0,,,,,
0.521,0.88,20.0,194.0,101.0,,,,,
0.703,3.35,29.0,187.7,132.0,,,,,
0.643,2.46,24.0,191.2,123.0,,,,,
0.856,6.2,35.0,183.5,157.0,,,,,
0.9470000000000001,8.09,30.0,187.0,177.0,,,,,
0.9259999999999999,7.62,35.0,183.5,170.0,,,,,
0.695,3.23,38.0,181.4,126.0,,,,,
0.527,0.95,29.0,187.7,99.0,,,,,
0.9470000000000001,8.09,21.0,193.3,183.0,,,,,
0.6729999999999999,2.9,34.0,184.2,124.0,,,,,
0.945,8.0,22.0,192.6,182.0,,,,,
0.639,2.4,31.0,186.3,119.0,,,,,
0.556,1.31,35.0,183.5,102.0,,,,,
0.813,5.33,30.0,187.0,152.0,,,,,
0.745,3.97,21.0,193.3,144.0,,,,,
0.743,3.94,26.0,189.8,141.0,,,,,
0.8690000000000001,6.46,39.0,180.7,157.0,,,,,
0.741,3.91,35.0,183.5,136.0,,,,,
0.516,0.81,26.0,189.8,98.0,,,,,
0.569,1.47,26.0,189.8,108.0,,,,,
0.9590000000000001,8.62,35.0,183.5,176.0,,,,,
0.542,1.14,39.0,180.7,98.0,,,,,
0.68,3.01,22.0,192.6,131.0,,,,,
0.847,6.02,24.0,191.2,162.0,,,,,
0.763,4.32,35.0,183.5,140.0,,,,,
0.741,3.91,31.0,186.3,138.0,,,,,
0.7609999999999999,4.28,25.0,190.5,145.0,,,,,
0.789,4.85,22.0,192.6,152.0,,,,,
0.6829999999999999,3.05,23.0,191.9,131.0,,,,,
0.505,0.68,34.0,184.2,93.0,,,,,
0.581,1.62,39.0,180.7,105.0,,,,,
0.552,1.26,23.0,191.9,106.0,,,,,
0.775,4.57,28.0,188.4,146.0,,,,,
0.653,2.61,28.0,188.4,123.0,,,,,
0.871,6.51,38.0,181.4,158.0,,,,,
0.9259999999999999,7.62,35.0,183.5,170.0,,,,,
0.669,2.84,28.0,188.4,126.0,,,,,
0.821,5.49,24.0,191.2,157.0,,,,,
0.983,9.69,24.0,191.2,188.0,,,,,
0.612,2.0,31.0,186.3,114.0,,,,,
0.56,1.36,24.0,191.2,107.0,,,,,
0.7759999999999999,4.59,21.0,193.3,150.0,,,,,
0.583,1.64,30.0,187.0,109.0,,,,,
0.635,2.34,36.0,182.8,116.0,,,,,
0.79,4.87,33.0,184.9,146.0,,,,,
0.645,2.49,27.0,189.1,122.0,,,,,
0.8540000000000001,6.16,38.0,181.4,155.0,,,,,
0.708,3.42,33.0,184.9,131.0,,,,,
0.8029999999999999,5.13,23.0,191.9,154.0,,,,,
0.8590000000000001,6.26,26.0,189.8,163.0,,,,,
0.899,7.07,35.0,183.5,165.0,,,,,
0.507,0.7,38.0,181.4,92.0,,,,,
0.711,3.47,38.0,181.4,129.0,,,,,
0.7440000000000001,3.96,36.0,182.8,136.0,,,,,
0.677,2.96,27.0,189.1,128.0,,,,,
0.644,2.47,20.0,194.0,125.0,,,,,
0.8320000000000001,5.72,31.0,186.3,155.0,,,,,
0.961,8.71,37.0,182.1,175.0,,,,,
0.893,6.95,30.0,187.0,167.0,,,,,
0.5579999999999999,1.33,26.0,189.8,106.0,,,,,
0.607,1.94,31.0,186.3,113.0,,,,,
0.506,0.69,32.0,185.6,94.0,,,,,
0.5760000000000001,1.56,39.0,180.7,104.0,,,,,
0.696,3.24,24.0,191.2,133.0,,,,,
0.7859999999999999,4.79,28.0,188.4,148.0,,,,,
0.635,2.34,27.0,189.1,120.0,,,,,
0.5589999999999999,1.35,29.0,187.7,105.0,,,,,
0.629,2.25,29.0,187.7,118.0,,,,,
0.946,8.04,39.0,180.7,171.0,,,,,
0.7909999999999999,4.89,37.0,182.1,144.0,,,,,
0.976,9.38,25.0,190.5,186.0,,,,,
0.685,3.08,24.0,191.2,131.0,,,,,
0.8270000000000001,5.62,38.0,181.4,150.0,,,,,
0.7170000000000001,3.56,24.0,191.2,137.0,,,,,
0.877,6.63,22.0,192.6,169.0,,,,,
0.6579999999999999,2.68,28.0,188.4,124.0,,,,,
0.82,5.47,27.0,189.1,155.0,,,,,
0.9079999999999999,7.25,39.0,180.7,164.0,,,,,
0.736,3.84,35.0,183.5,135.0,,,,,
0.9009999999999999,7.11,34.0,184.2,166.0,,,,,
0.779,4.65,22.0,192.6,150.0,,,,,
0.768,4.42,20.0,194.0,149.0,,,,,
0.653,2.61,28.0,188.4,123.0,,,,,
0.622,2.15,24.0,191.2,119.0,,,,,
0.581,0.0,24.0,191.2,111.0,,,,,
0.91,7.29,38.0,181.4,165.0,,,,,
0.9690000000000001,9.07,23.0,191.9,186.0,,,,,
0.649,2.55,22.0,192.6,125.0,,,,,
0.6859999999999999,3.1,39.0,180.7,124.0,,,,,
0.924,7.58,39.0,180.7,167.0,,,,,
0.5529999999999999,0.0,26.0,189.8,105.0,,,,,
0.511,0.0,26.0,189.8,97.0,,,,,
0.722,3.63,36.0,182.8,132.0,,,,,
0.639,2.4,29.0,187.7,120.0,,,,,
0.625,2.19,32.0,185.6,116.0,,,,,
0.654,2.62,35.0,183.5,120.0,,,,,
0.76,4.26,32.0,185.6,141.0,,,,,
0.5710000000000001,0.0,32.0,185.6,106.0,,,,,
0.873,6.55,27.0,189.1,165.0,,,,,
0.9079999999999999,7.25,36.0,182.8,166.0,,,,,
0.603,0.0,39.0,180.7,109.0,,,,,
0.5579999999999999,0.0,31.0,186.3,104.0,,,,,
0.8640000000000001,6.36,26.0,189.8,164.0,,,,,
0.879,6.67,37.0,182.1,160.0,,,,,
0.966,8.93,31.0,186.3,180.0,,,,,
0.946,8.04,33.0,184.9,175.0,,,,,
0.973,9.24,24.0,191.2,186.0,,,,,
0.505,0.0,37.0,182.1,92.0,,,,,
0.981,9.6,22.0,192.6,189.0,,,,,
0.57,0.0,34.0,184.2,105.0,,,,,
0.52,0.0,36.0,182.8,95.0,,,,,
0.685,3.08,26.0,189.8,130.0,,,,,
0.523,0.0,32.0,185.6,97.0,,,,,
0.934,7.78,37.0,182.1,170.0,,,,,
0.7659999999999999,4.38,23.0,191.9,147.0,,,,,
0.747,4.0,39.0,180.7,135.0,,,,,
0.9009999999999999,7.11,34.0,184.2,166.0,,,,,
0.963,8.8,39.0,180.7,174.0,,,,,
0.88,6.69,39.0,180.7,159.0,,,,,
0.545,0.0,27.0,189.1,103.0,,,,,
0.701,3.32,26.0,189.8,133.0,,,,,
0.669,2.84,24.0,191.2,128.0,,,,,
0.501,0.0,26.0,189.8,95.0,,,,,
0.735,3.82,29.0,187.7,138.0,,,,,
0.871,6.51,38.0,181.4,158.0,,,,,
0.547,0.0,36.0,182.8,100.0,,,,,
0.513,0.0,38.0,181.4,93.0,,,,,
0.579,0.0,33.0,184.9,107.0,,,,,
0.922,7.54,29.0,187.7,173.0,,,,,
0.914,7.37,33.0,184.9,169.0,,,,,
0.941,7.92,36.0,182.8,172.0,,,,,
